HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE
"LK-1005","SURFACE",286,67.3,-89.4,"SGL SHOT"
"LK-1006","SURFACE",0,151.3,-90,"SET-UP"
"LK-1006","SURFACE",50,151.3,-89,"TRO-PARI"
"LK-1006","SURFACE",90,153.3,-89,"TRO-PARI"
"LK-1006","SURFACE",136,152.3,-89,"TRO-PARI"
"LK-1006","SURFACE",175,153.3,-89,"TRO-PARI"
"LK-1007","SURFACE",0,0,-90,"SET-UP"
"LK-1007","SURFACE",79,0,-90,"TRO-PARI"
"LK-1007","SURFACE",139,0,-90,"TRO-PARI"
"LK-1007","SURFACE",199,0,-90,"TRO-PARI"
"LK-1008","SURFACE",0,0,-90,"SET-UP"
"LK-1008","SURFACE",58,0,-90,"TRO-PARI"
"LK-1008","SURFACE",108,272.3,-89,"TRO-PARI"
"LK-1008","SURFACE",158,275.3,-89,"TRO-PARI"
"LK-1008","SURFACE",208,278.3,-89,"TRO-PARI"
"LK-1009","SURFACE",0,110.6,-90,"SET-UP"
"LK-1009","SURFACE",60,110.6,-89.1,"SGL SHOT"
"LK-1009","SURFACE",110,145.4,-89.4,"SGL SHOT"
"LK-1009","SURFACE",160,126.6,-88.2,"SGL SHOT"
"LK-1009","SURFACE",182,134.7,-88.3,"SGL SHOT"
"LK-1010","SURFACE",0,123.3,-90,"SET-UP"
"LK-1010","SURFACE",50,123.3,-89,"TRO-PARI"
"LK-1010","SURFACE",100,0,-90,"TRO-PARI"
"LK-1010","SURFACE",150,0,-90,"TRO-PARI"
"LK-1010","SURFACE",197,0,-90,"TRO-PARI"
"LK-1011","SURFACE",0,309.6,-90,"SET-UP"
"LK-1011","SURFACE",46,309.6,-89.6,"SGL SHOT"
"LK-1011","SURFACE",91.7,44.4,-89.2,"SGL SHOT"
"LK-1011","SURFACE",136.7,93.1,-89.5,"SGL SHOT"
"LK-1011","SURFACE",181.7,338.5,-89.5,"SGL SHOT"
"LK-1012","SURFACE",0,343.7,-90,"SET-UP"
"LK-1012","SURFACE",50,343.7,-89.5,"SGL SHOT"
"LK-1012","SURFACE",100,359,-89.4,"SGL SHOT"
"LK-1012","SURFACE",150,351.4,-89.4,"SGL SHOT"
"LK-1012","SURFACE",190,13.5,-89.2,"SGL SHOT"
"LK-1013","SURFACE",0,276.3,-90,"SET-UP"
"LK-1013","SURFACE",142,276.3,-89,"TRO-PARI"
"LK-1013","SURFACE",212,93.3,-89,"TRO-PARI"
"LK-1014","SURFACE",0,339.3,-90,"SET-UP"
"LK-1014","SURFACE",90,339.3,-87,"TRO-PARI"
"LK-1014","SURFACE",140,339.3,-87,"TRO-PARI"
"LK-1014","SURFACE",190,339.3,-89,"TRO-PARI"
"LK-1015","SURFACE",0,358.1,-90,"SET-UP"
"LK-1015","SURFACE",80,358.1,-89.8,"SGL SHOT"
"LK-1015","SURFACE",130,261,-89.9,"SGL SHOT"
"LK-1015","SURFACE",180,270.2,-89.8,"SGL SHOT"
"LK-1015","SURFACE",230,231.7,-89.8,"SGL SHOT"
"LK-1016","SURFACE",0,156.5,-90,"SET-UP"
"LK-1016","SURFACE",20,156.5,-89.4,"SGL SHOT"
"LK-1016","SURFACE",50,159.5,-89.5,"SGL SHOT"
"LK-1016","SURFACE",100,159.8,-89.3,"SGL SHOT"
"LK-1016","SURFACE",150,178,-89.2,"SGL SHOT"
"LK-1016","SURFACE",200,174.4,-89.2,"SGL SHOT"
"LK-1017","SURFACE",0,0,-90,"SET-UP"
"LK-1018","SURFACE",0,343.4,-90,"SET-UP"
"LK-1018","SURFACE",50,343.4,-88.7,"SGL SHOT"
"LK-1018","SURFACE",100,344.3,-89,"SGL SHOT"
"LK-1018","SURFACE",150,345.2,-89.2,"SGL SHOT"
"LK-1018","SURFACE",220,310.1,-89.6,"SGL SHOT"
"LK-1019","SURFACE",0,0,-90,"SET-UP"
"LK-1019","SURFACE",60,0,-90,"TRO-PARI"
"LK-1019","SURFACE",115,0,-90,"TRO-PARI"
"LK-1019","SURFACE",160,24.3,-89,"TRO-PARI"
"LK-1019","SURFACE",196,82.3,-89,"TRO-PARI"
"LK-1020","SURFACE",0,278.3,-90,"SET-UP"
"LK-1020","SURFACE",64.5,278.3,-90,"TRO-PARI"
"LK-1020","SURFACE",112.5,273.3,-89,"TRO-PARI"
"LK-1020","SURFACE",163.5,268.3,-89,"TRO-PARI"
"LK-1020","SURFACE",214.5,273.3,-88,"TRO-PARI"
"LK-1020","SURFACE",262.5,283.3,-88,"TRO-PARI"
"LK-1021","SURFACE",0,210.3,-90,"SET-UP"
"LK-1021","SURFACE",50,210.3,-89.1,"SGL SHOT"
"LK-1021","SURFACE",100,12.1,-89,"SGL SHOT"
"LK-1021","SURFACE",150,25.9,-88.7,"SGL SHOT"
"LK-1021","SURFACE",206,40.2,-89.1,"SGL SHOT"
"LK-1022","SURFACE",0,276.3,-90,"SET-UP"
"LK-1022","SURFACE",67,276.3,-87,"TRO-PARI"
"LK-1022","SURFACE",127,268.3,-87,"TRO-PARI"
"LK-1022","SURFACE",172,262.3,-87,"TRO-PARI"
"LK-1023","SURFACE",0,103.7,-90,"SET-UP"
"LK-1023","SURFACE",50,103.7,-89.6,"SGL SHOT"
"LK-1023","SURFACE",100,186.3,-89.5,"SGL SHOT"
"LK-1023","SURFACE",150,90.7,-89.6,"SGL SHOT"
"LK-1023","SURFACE",194,125.7,-89.8,"SGL SHOT"
"LK-1023","SURFACE",244,181.2,-89.5,"SGL SHOT"
"LK-1024","SURFACE",0,65.9,-90,"SET-UP"
"LK-1024","SURFACE",60,65.9,-89.1,"SGL SHOT"
"LK-1024","SURFACE",115,54.5,-89.2,"SGL SHOT"
"LK-1024","SURFACE",169,85.4,-89.2,"SGL SHOT"
"LK-1024","SURFACE",220,81.6,-89.4,"SGL SHOT"
"LK-1025","SURFACE",0,81.3,-90,"SET-UP"
"LK-1025","SURFACE",47,81.3,-90,"TRO-PARI"
"LK-1025","SURFACE",97,81.3,-90,"TRO-PARI"
"LK-1025","SURFACE",147,82.3,-85,"TRO-PARI"
"LK-1026","SURFACE",0,0,-90,"SET-UP"
"LK-1026","SURFACE",60,0,-90,"TRO-PARI"
"LK-1026","SURFACE",132,0,-90,"TRO-PARI"
"LK-1026","SURFACE",205,96.3,-88,"TRO-PARI"
"LK-1027","SURFACE",0,255.9,-90,"SET-UP"
"LK-1027","SURFACE",170,255.9,-89.2,"SGL SHOT"
"LK-1028","SURFACE",0,267.9,-90,"SET-UP"
"LK-1028","SURFACE",152,267.9,-88.6,"SGL SHOT"
"LK-1028","SURFACE",182,194.1,-89.2,"SGL SHOT"
"LK-1028","SURFACE",212,250.3,-89.5,"SGL SHOT"
"LK-1029","SURFACE",0,100.3,-90,"SET-UP"
"LK-1029","SURFACE",60,100.3,-88,"TRO-PARI"
"LK-1029","SURFACE",103,100.3,-88,"TRO-PARI"
"LK-1029","SURFACE",203,99.3,-87,"TRO-PARI"
"LK-1030","SURFACE",0,0,-90,"SET-UP"
"LK-1030","SURFACE",50,0,-90,"TRO-PARI"
"LK-1030","SURFACE",100,0,-90,"TRO-PARI"
"LK-1030","SURFACE",150,213.3,-89,"TRO-PARI"
"LK-1030","SURFACE",199,218.3,-89,"TRO-PARI"
"LK-1031","SURFACE",0,0,-90,"SET-UP"
"LK-1031","SURFACE",60,0,-90,"TRO-PARI"
"LK-1031","SURFACE",112,0,-90,"TRO-PARI"
"LK-1031","SURFACE",160,258.3,-89,"TRO-PARI"
"LK-1031","SURFACE",202,263.3,-89,"TRO-PARI"
"LK-1032","SURFACE",0,248.7,-90,"SET-UP"
"LK-1032","SURFACE",45.4,248.7,-89,"SGL SHOT"
"LK-1032","SURFACE",82.4,224.4,-89.3,"SGL SHOT"
"LK-1032","SURFACE",124.4,200.8,-88.6,"SGL SHOT"
"LK-1032","SURFACE",175.4,198.5,-89.1,"SGL SHOT"
"LK-1033","SURFACE",0,0,-90,"SET-UP"
"LK-1034","SURFACE",0,127.9,-90,"SET-UP"
"LK-1034","SURFACE",50,127.9,-89,"SGL SHOT"
"LK-1034","SURFACE",100,127,-89.1,"SGL SHOT"
"LK-1034","SURFACE",150,125.2,-89.3,"SGL SHOT"
"LK-1034","SURFACE",200,132.7,-89.2,"SGL SHOT"
"LK-1035","SURFACE",0,0,-90,"SET-UP"
"LK-1035","SURFACE",67,0,-90,"TRO-PARI"
"LK-1035","SURFACE",117,0,-90,"TRO-PARI"
"LK-1035","SURFACE",167,17.3,-87,"TRO-PARI"
"LK-1036","SURFACE",0,287.7,-90,"SET-UP"
"LK-1036","SURFACE",50,287.7,-88.8,"SGL SHOT"
"LK-1036","SURFACE",100,286,-88.6,"SGL SHOT"
"LK-1036","SURFACE",176,285.9,-89,"SGL SHOT"
"LK-1037","SURFACE",0,125.3,-90,"SET-UP"
"LK-1037","SURFACE",82,125.3,-89.6,"SGL SHOT"
"LK-1037","SURFACE",139,136.7,-89.6,"SGL SHOT"
"LK-1037","SURFACE",189,32.7,-89.5,"SGL SHOT"
"LK-1037","SURFACE",239,84.6,-89.6,"SGL SHOT"
"LK-1038","SURFACE",0,68.3,-90,"SET-UP"
"LK-1038","SURFACE",64.5,68.3,-89,"TRO-PARI"
"LK-1038","SURFACE",115.5,63.3,-89,"TRO-PARI"
"LK-1038","SURFACE",166.5,53.3,-88,"TRO-PARI"
"LK-1038","SURFACE",217.5,53.3,-88,"TRO-PARI"
"LK-1039","SURFACE",0,47.2,-90,"SET-UP"
"LK-1039","SURFACE",40,47.2,-88.8,"SGL SHOT"
"LK-1039","SURFACE",80,39.9,-89.1,"SGL SHOT"
"LK-1039","SURFACE",120,65.2,-89.2,"SGL SHOT"
"LK-1039","SURFACE",166,63.1,-89.1,"SGL SHOT"
"LK-1040","SURFACE",0,135.7,-90,"SET-UP"
"LK-1040","SURFACE",50,135.7,-89.5,"SGL SHOT"
"LK-1040","SURFACE",100,129.2,-89.4,"SGL SHOT"
"LK-1040","SURFACE",150,56.4,-89.3,"SGL SHOT"
"LK-1040","SURFACE",184,100.5,-89.5,"SGL SHOT"
"LK-1041","SURFACE",0,0,-90,"SET-UP"
"LK-1041","SURFACE",66,0,-90,"TRO-PARI"
"LK-1041","SURFACE",139,0,-90,"TRO-PARI"
"LK-1041","SURFACE",205,0,-90,"TRO-PARI"
"LK-1042","SURFACE",0,113.3,-90,"SET-UP"
"LK-1042","SURFACE",50,113.3,-89,"TRO-PARI"
"LK-1042","SURFACE",100,113.3,-87,"TRO-PARI"
"LK-1042","SURFACE",188,111.3,-87,"TRO-PARI"
"LK-1043","SURFACE",0,290.3,-90,"SET-UP"
"LK-1043","SURFACE",70,290.3,-89,"TRO-PARI"
"LK-1043","SURFACE",130,283.3,-89,"TRO-PARI"
"LK-1043","SURFACE",199,303.3,-89,"TRO-PARI"
"LK-1044","SURFACE",0,53.3,-90,"SET-UP"
"LK-1044","SURFACE",58,53.3,-89,"TRO-PARI"
"LK-1044","SURFACE",108,38.3,-89,"TRO-PARI"
"LK-1044","SURFACE",158,38.3,-88,"TRO-PARI"
"LK-1044","SURFACE",208,43.3,-88,"TRO-PARI"
"LK-1045","SURFACE",0,156.3,-90,"SET-UP"
"LK-1045","SURFACE",75,156.3,-89,"TRO-PARI"
"LK-1045","SURFACE",121,106.3,-89,"TRO-PARI"
"LK-1045","SURFACE",175,209.3,-89,"TRO-PARI"
"LK-1046","SURFACE",0,83.3,-90,"SET-UP"
"LK-1046","SURFACE",50,83.3,-90,"TRO-PARI"
"LK-1046","SURFACE",100,80.3,-89,"TRO-PARI"
"LK-1046","SURFACE",142,78.3,-89,"TRO-PARI"
"LK-1046","SURFACE",175,81.3,-89,"TRO-PARI"
"LK-1047","SURFACE",0,317.9,-90,"SET-UP"
"LK-1047","SURFACE",50,317.9,-88.6,"SGL SHOT"
"LK-1047","SURFACE",100,341.6,-89,"SGL SHOT"
"LK-1047","SURFACE",150,321.4,-88.4,"SGL SHOT"
"LK-1047","SURFACE",178,303.7,-88.8,"SGL SHOT"
"LK-1048","SURFACE",0,227.3,-90,"SET-UP"
"LK-1048","SURFACE",60,227.3,-88,"TRO-PARI"
"LK-1048","SURFACE",130,229.3,-88,"TRO-PARI"
"LK-1048","SURFACE",204,218.3,-87,"TRO-PARI"
"LK-1049","SURFACE",0,0,-90,"SET-UP"
"LK-1050","SURFACE",0,213.3,-90,"SET-UP"
"LK-1050","SURFACE",50,213.3,-89,"TRO-PARI"
"LK-1050","SURFACE",100,208.3,-89,"TRO-PARI"
"LK-1050","SURFACE",150,183.3,-89,"TRO-PARI"
"LK-1050","SURFACE",190,153.3,-89,"TRO-PARI"
"LK-1051","SURFACE",0,348.2,-90,"SET-UP"
"LK-1051","SURFACE",80,348.2,-88.8,"SGL SHOT"
"LK-1051","SURFACE",130,326,-89.5,"SGL SHOT"
"LK-1051","SURFACE",180,319.7,-88.9,"SGL SHOT"
"LK-1052","SURFACE",0,0,-90,"SET-UP"
"LK-1052","SURFACE",60,0,-90,"TRO-PARI"
"LK-1052","SURFACE",109,0,-90,"TRO-PARI"
"LK-1052","SURFACE",181,355.3,-89,"TRO-PARI"
"LK-1053","SURFACE",0,59.1,-90,"SET-UP"
"LK-1053","SURFACE",50,59.1,-89.9,"SGL SHOT"
"LK-1053","SURFACE",100,78.1,-89.8,"SGL SHOT"
"LK-1053","SURFACE",150,328.1,-89.8,"SGL SHOT"
"LK-1053","SURFACE",170,227.6,-89.9,"SGL SHOT"
"LK-1054","SURFACE",0,193.6,-90,"SET-UP"
"LK-1054","SURFACE",64,193.6,-88,"SGL SHOT"
"LK-1054","SURFACE",118,209.5,-88.1,"SGL SHOT"
"LK-1054","SURFACE",172,203.5,-87.8,"SGL SHOT"
"LK-1054","SURFACE",226,211.2,-87.4,"SGL SHOT"
"LK-1055","SURFACE",0,188.2,-90,"SET-UP"
"LK-1055","SURFACE",50,188.2,-89.3,"SGL SHOT"
"LK-1055","SURFACE",100,185.2,-89.2,"SGL SHOT"
"LK-1055","SURFACE",150,174.7,-89.4,"SGL SHOT"
"LK-1055","SURFACE",217,182.7,-89.3,"SGL SHOT"
"LK-1056","SURFACE",0,223.3,-90,"SET-UP"
"LK-1056","SURFACE",58,223.3,-89,"TRO-PARI"
"LK-1056","SURFACE",108,213.3,-89,"TRO-PARI"
"LK-1056","SURFACE",158,213.3,-89,"TRO-PARI"
"LK-1056","SURFACE",208,203.3,-88,"TRO-PARI"
"LK-1057","SURFACE",0,146.4,-90,"SET-UP"
"LK-1057","SURFACE",52,146.4,-88.7,"SGL SHOT"
"LK-1057","SURFACE",103,165.3,-88.7,"SGL SHOT"
"LK-1057","SURFACE",154,178.3,-88.7,"SGL SHOT"
"LK-1057","SURFACE",204,174.5,-89,"SGL SHOT"
"LK-1058","SURFACE",0,215.3,-90,"SET-UP"
"LK-1058","SURFACE",116,215.3,-87,"TRO-PARI"
"LK-1058","SURFACE",148,212.3,-87,"TRO-PARI"
"LK-1058","SURFACE",178,214.3,-87,"TRO-PARI"
"LK-1059","SURFACE",0,0,-90,"SET-UP"
"LK-1059","SURFACE",64.5,0,-90,"TRO-PARI"
"LK-1059","SURFACE",115.5,343.3,-89,"TRO-PARI"
"LK-1059","SURFACE",166.5,353.3,-89,"TRO-PARI"
"LK-1059","SURFACE",214.5,0,-90,"TRO-PARI"
"LK-1060","SURFACE",0,0,-90,"SET-UP"
"LK-1060","SURFACE",60,0,-90,"TRO-PARI"
"LK-1060","SURFACE",127,0,-90,"TRO-PARI"
"LK-1060","SURFACE",169,0,-90,"TRO-PARI"
"LK-1061","SURFACE",0,114.3,-90,"SET-UP"
"LK-1061","SURFACE",52,114.3,-89,"TRO-PARI"
"LK-1061","SURFACE",121,116.3,-89,"TRO-PARI"
"LK-1061","SURFACE",193,123.3,-89,"TRO-PARI"
"LK-1062","SURFACE",0,83.8,-90,"SET-UP"
"LK-1062","SURFACE",50,83.8,-88.4,"SGL SHOT"
"LK-1062","SURFACE",100,77.4,-88.5,"SGL SHOT"
"LK-1062","SURFACE",150,115.1,-88.4,"SGL SHOT"
"LK-1062","SURFACE",187,119,-88.9,"SGL SHOT"
"LK-1063","SURFACE",0,0,-90,"SET-UP"
"LK-1063","SURFACE",50,200.8,-88.8,"SGL SHOT"
"LK-1063","SURFACE",100,227.3,-89.7,"SGL SHOT"
"LK-1063","SURFACE",148,182.8,-89.6,"SGL SHOT"
"LK-1063","SURFACE",196,268.6,-89.4,"SGL SHOT"
"LK-1064","SURFACE",0,296.2,-90,"SET-UP"
"LK-1064","SURFACE",50,296.2,-89.8,"SGL SHOT"
"LK-1064","SURFACE",100,294.1,-89.5,"SGL SHOT"
"LK-1064","SURFACE",150,281.1,-89.4,"SGL SHOT"
"LK-1064","SURFACE",211,263.2,-89.7,"SGL SHOT"
"LK-1065","SURFACE",0,313.3,-90,"SET-UP"
"LK-1065","SURFACE",50,313.3,-89,"TRO-PARI"
"LK-1065","SURFACE",100,323.3,-89,"TRO-PARI"
"LK-1065","SURFACE",150,0,-90,"TRO-PARI"
"LK-1065","SURFACE",205,0,-90,"TRO-PARI"
"LK-1066","SURFACE",0,180,-90,"SET-UP"
"LK-1066","SURFACE",60,179.3,-88,"TRO-PARI"
"LK-1066","SURFACE",140,179.3,-88,"SGL SHOT"
"LK-1066","SURFACE",140,179.3,-88,"TRO-PARI"
"LK-1066","SURFACE",182,179.3,-87,"TRO-PARI"
"LK-1067","SURFACE",0,0,-90,"SET-UP"
"LK-1067","SURFACE",50,359.3,-88.2,"SGL SHOT"
"LK-1067","SURFACE",100,355.7,-87.9,"SGL SHOT"
"LK-1067","SURFACE",174,11,-88.1,"SGL SHOT"
"LK-1068","SURFACE",0,0,-90,"SET-UP"
"LK-1069","SURFACE",0,118.3,-90,"SET-UP"
"LK-1069","SURFACE",55,118.3,-89,"TRO-PARI"
"LK-1069","SURFACE",105,113.3,-89,"TRO-PARI"
"LK-1069","SURFACE",155,113.3,-89,"TRO-PARI"
"LK-1069","SURFACE",205,128.3,-89,"TRO-PARI"
"LK-1070","SURFACE",0,220.2,-90,"SET-UP"
"LK-1070","SURFACE",48,220.2,-89.2,"SGL SHOT"
"LK-1070","SURFACE",96,262.6,-89.7,"SGL SHOT"
"LK-1070","SURFACE",150,150.8,-89.5,"SGL SHOT"
"LK-1070","SURFACE",208,227.7,-89.2,"SGL SHOT"
"LK-1071","SURFACE",0,0,-90,"SET-UP"
"LK-1071","SURFACE",52.5,0,-90,"TRO-PARI"
"LK-1071","SURFACE",103.5,0,-90,"TRO-PARI"
"LK-1071","SURFACE",154.5,0,-90,"TRO-PARI"
"LK-1071","SURFACE",202.5,0,-90,"TRO-PARI"
"LK-1071","SURFACE",253.5,63.3,-89,"TRO-PARI"
"LK-1071","SURFACE",288.5,65.3,-89,"TRO-PARI"
"LK-1072","SURFACE",0,179.7,-90,"SET-UP"
"LK-1072","SURFACE",82,179.7,-88.4,"SGL SHOT"
"LK-1072","SURFACE",135,192.6,-88.1,"SGL SHOT"
"LK-1072","SURFACE",185,172.2,-88.1,"SGL SHOT"
"LK-1073","SURFACE",0,238.7,-90,"SET-UP"
"LK-1073","SURFACE",50,238.7,-88.6,"SGL SHOT"
"LK-1073","SURFACE",98,254.6,-88.7,"SGL SHOT"
"LK-1073","SURFACE",152,237.2,-88.1,"SGL SHOT"
"LK-1073","SURFACE",206,241.1,-88.7,"SGL SHOT"
"LK-1074","SURFACE",0,0,-90,"SET-UP"
"LK-1074","SURFACE",52,0,-90,"SGL SHOT"
"LK-1074","SURFACE",52,0,-90,"TRO-PARI"
"LK-1074","SURFACE",100,0,-90,"TRO-PARI"
"LK-1074","SURFACE",154,167.3,-89,"TRO-PARI"
"LK-1074","SURFACE",178,168.3,-89,"TRO-PARI"
"LK-1075","SURFACE",0,43.3,-90,"SET-UP"
"LK-1075","SURFACE",90,43.3,-89,"TRO-PARI"
"LK-1075","SURFACE",120,43.3,-88,"TRO-PARI"
"LK-1075","SURFACE",176,43.3,-87,"TRO-PARI"
"LK-1076","SURFACE",0,0,-90,"SET-UP"
"LK-1076","SURFACE",64,0,-90,"TRO-PARI"
"LK-1076","SURFACE",114,218.3,-89,"TRO-PARI"
"LK-1076","SURFACE",164,213.3,-89,"TRO-PARI"
"LK-1076","SURFACE",214,203.3,-89,"TRO-PARI"
"LK-1077","SURFACE",0,151.3,-90,"SET-UP"
"LK-1077","SURFACE",76,151.3,-89,"TRO-PARI"
"LK-1077","SURFACE",130,0,-90,"TRO-PARI"
"LK-1077","SURFACE",184,0,-90,"TRO-PARI"
"LK-1078","SURFACE",0,341.5,-90,"SET-UP"
"LK-1078","SURFACE",101.5,341.5,-88.9,"SGL SHOT"
"LK-1078","SURFACE",164.5,322.1,-88.7,"SGL SHOT"
"LK-1078","SURFACE",227.5,333.1,-88.3,"SGL SHOT"
"LK-1079","SURFACE",0,333.3,-90,"SET-UP"
"LK-1079","SURFACE",50,333.3,-89,"TRO-PARI"
"LK-1079","SURFACE",100,323.3,-89,"TRO-PARI"
"LK-1079","SURFACE",150,323.3,-89,"TRO-PARI"
"LK-1079","SURFACE",215,313.3,-88,"TRO-PARI"
"LK-1080","SURFACE",0,340,-90,"SET-UP"
"LK-1080","SURFACE",90,340,-90,"TRO-PARI"
"LK-1080","SURFACE",199,333.3,-87,"TRO-PARI"
"LK-1081","SURFACE",0,61.4,-90,"SET-UP"
"LK-1081","SURFACE",0,61.4,-88.3,"SGL SHOT"
"LK-1081","SURFACE",50,61.4,-88.3,"SGL SHOT"
"LK-1081","SURFACE",100,99,-89.2,"SGL SHOT"
"LK-1081","SURFACE",150,92.7,-89,"SGL SHOT"
"LK-1081","SURFACE",197,51.3,-89.2,"SGL SHOT"
"LK-1082","SURFACE",0,95.3,-90,"SET-UP"
"LK-1082","SURFACE",49,95.3,-89.8,"SGL SHOT"
"LK-1082","SURFACE",100,95.3,-89.4,"SGL SHOT"
"LK-1082","SURFACE",150,95.6,-89.5,"SGL SHOT"
"LK-1082","SURFACE",215,95.5,-89.2,"SGL SHOT"
"LK-1083","SURFACE",0,0,-90,"SET-UP"
"LK-1083","SURFACE",64.5,0,-90,"TRO-PARI"
"LK-1083","SURFACE",115.5,0,-90,"TRO-PARI"
"LK-1083","SURFACE",166.5,0,-90,"TRO-PARI"
"LK-1083","SURFACE",214.5,0,-90,"TRO-PARI"
"LK-1084","SURFACE",0,201.8,-90,"SET-UP"
"LK-1084","SURFACE",48,201.8,-89.2,"SGL SHOT"
"LK-1084","SURFACE",102,195.6,-88.9,"SGL SHOT"
"LK-1084","SURFACE",162,184.2,-88.7,"SGL SHOT"
"LK-1084","SURFACE",222,164.6,-88.8,"SGL SHOT"
"LK-1085","SURFACE",0,0,-90,"SET-UP"
"LK-1086","SURFACE",0,0,-90,"SET-UP"
"LK-1086","SURFACE",50,0,-90,"TRO-PARI"
"LK-1086","SURFACE",100,0,-90,"TRO-PARI"
"LK-1086","SURFACE",150,0,-90,"TRO-PARI"
"LK-1086","SURFACE",190,0,-90,"TRO-PARI"
"LK-1087","SURFACE",0,279.6,-90,"SET-UP"
"LK-1087","SURFACE",61,279.6,-89.8,"SGL SHOT"
"LK-1087","SURFACE",109,272.5,-89.9,"SGL SHOT"
"LK-1087","SURFACE",163,121,-89.6,"SGL SHOT"
"LK-1087","SURFACE",211,279,-89.7,"SGL SHOT"
"LK-1088","SURFACE",0,277.5,-90,"SET-UP"
"LK-1088","SURFACE",50,277.5,-89.6,"SGL SHOT"
"LK-1088","SURFACE",100,253.9,-89.2,"SGL SHOT"
"LK-1088","SURFACE",150,199.3,-89.7,"SGL SHOT"
"LK-1088","SURFACE",199,187.9,-88.9,"SGL SHOT"
"LK-1089","SURFACE",0,113.3,-90,"SET-UP"
"LK-1089","SURFACE",50,113.3,-88,"TRO-PARI"
"LK-1089","SURFACE",90,115.3,-89,"TRO-PARI"
"LK-1089","SURFACE",147,115.3,-89,"TRO-PARI"
"LK-1090","SURFACE",0,240.1,-90,"SET-UP"
"LK-1090","SURFACE",50,240.1,-88.9,"SGL SHOT"
"LK-1090","SURFACE",100,203.2,-89.3,"SGL SHOT"
"LK-1090","SURFACE",150,213,-88.5,"SGL SHOT"
"LK-1090","SURFACE",210,220.9,-88.4,"SGL SHOT"
"LK-1091","SURFACE",0,0,-90,"SET-UP"
"LK-1091","SURFACE",55,0,-90,"TRO-PARI"
"LK-1091","SURFACE",109,0,-90,"TRO-PARI"
"LK-1091","SURFACE",169,0,-90,"TRO-PARI"
"LK-1091","SURFACE",226,0,-90,"TRO-PARI"
"LK-1092","SURFACE",0,233.3,-90,"SET-UP"
"LK-1092","SURFACE",50,233.3,-89,"TRO-PARI"
"LK-1092","SURFACE",90,228.3,-89,"TRO-PARI"
"LK-1092","SURFACE",130,223.3,-89,"TRO-PARI"
"LK-1092","SURFACE",170,213.3,-89,"TRO-PARI"
"LK-1092","SURFACE",205,323.3,-88,"TRO-PARI"
"LK-1093","SURFACE",0,323.3,-90,"SET-UP"
"LK-1093","SURFACE",58.5,323.3,-89,"TRO-PARI"
"LK-1093","SURFACE",109.5,318.3,-89,"TRO-PARI"
"LK-1093","SURFACE",157.5,0,-90,"TRO-PARI"
"LK-1093","SURFACE",208.5,0,-90,"TRO-PARI"
"LK-1094","SURFACE",0,28.5,-90,"SET-UP"
"LK-1094","SURFACE",89,28.5,-89.3,"SGL SHOT"
"LK-1094","SURFACE",137,42.4,-89.3,"SGL SHOT"
"LK-1094","SURFACE",191,89.2,-89.6,"SGL SHOT"
"LK-1094","SURFACE",239,42.2,-89.1,"SGL SHOT"
"LK-1095","SURFACE",0,0,-90,"SET-UP"
"LK-1095","SURFACE",50,0,-90,"TRO-PARI"
"LK-1095","SURFACE",100,127.3,-88,"TRO-PARI"
"LK-1095","SURFACE",150,127.3,-88,"TRO-PARI"
"LK-1095","SURFACE",184,129.3,-88,"TRO-PARI"
"LK-1096","SURFACE",0,0,-90,"SET-UP"
"LK-1096","SURFACE",73,0,-90,"TRO-PARI"
"LK-1096","SURFACE",123,0,-90,"TRO-PARI"
"LK-1096","SURFACE",173,270.3,-88,"TRO-PARI"
"LK-1096","SURFACE",223,273.3,-88,"TRO-PARI"
"LK-1097","SURFACE",0,18.7,-90,"SET-UP"
"LK-1097","SURFACE",50,18.7,-87.8,"SGL SHOT"
"LK-1097","SURFACE",100,20.5,-87.7,"SGL SHOT"
"LK-1097","SURFACE",150,105.6,-87.6,"SGL SHOT"
"LK-1097","SURFACE",190,23.5,-87.3,"SGL SHOT"
"LK-1098","SURFACE",0,305.8,-90,"SET-UP"
"LK-1098","SURFACE",20,305.8,-89.4,"SGL SHOT"
"LK-1098","SURFACE",70,275.8,-89.4,"SGL SHOT"
"LK-1098","SURFACE",120,298.5,-89.4,"SGL SHOT"
"LK-1098","SURFACE",170,304.5,-89.4,"SGL SHOT"
"LK-1098","SURFACE",220,239.6,-89.5,"SGL SHOT"
"LK-1099","SURFACE",0,0,-90,"SET-UP"
"LK-1099","SURFACE",50,0,-90,"TRO-PARI"
"LK-1099","SURFACE",100,273.3,-88,"TRO-PARI"
"LK-1099","SURFACE",176,273.3,-87,"TRO-PARI"
"LK-1100","SURFACE",0,287,-90,"SET-UP"
"LK-1100","SURFACE",140,287,-88.5,"SGL SHOT"
"LK-1100","SURFACE",170,274.9,-89,"SGL SHOT"
"LK-1101","SURFACE",0,101.7,-90,"SET-UP"
"LK-1101","SURFACE",70,101.7,-87.2,"SGL SHOT"
"LK-1101","SURFACE",120,94,-87.5,"SGL SHOT"
"LK-1101","SURFACE",170,90,-88.1,"SGL SHOT"
"LK-1101","SURFACE",220,81.2,-88.1,"SGL SHOT"
"LK-1102","SURFACE",0,0,-90,"SET-UP"
